1,0.069541,0.55784,36,0.236994,0.27466,0.234615,0.307692,0.307692,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.8,0.44
0.564055,0.069541,0.516269,0.201561,0.638728,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.20202,0
0.564055,0.069541,0.516269,0.201561,0.638728,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.20202,0
0.564055,0.069541,0.516269,0.201561,0.638728,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.20202,0
0.564055,0.069541,0.516269,0.201561,0.638728,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.20202,0
0.530496,0.069541,0.498269,0.208177,0.638728,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.191919,0.010101
0.818731,0.069541,0.618554,0.201561,0.546243,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.252525,0
0.818731,0.069541,0.618554,0.201561,0.546243,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.252525,0
0.818731,0.069541,0.618554,0.201561,0.546243,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.252525,0
0.818731,0.069541,0.618554,0.201561,0.546243,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.252525,0
0.904837,0.069541,0.599992,0.208177,0.546243,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.242424,0.010101
0.818731,0.069541,0.686128,0.201561,0.471098,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.30303,0
0.818731,0.069541,0.686128,0.201561,0.471098,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.30303,0
0.818731,0.069541,0.686128,0.201561,0.471098,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.30303,0
0.818731,0.069541,0.686128,0.201561,0.471098,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.30303,0
0.904837,0.069541,0.677199,0.208177,0.471098,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.292929,0.010101
0.321773,0.069541,0.442489,0.300807,0.471098,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.151515,0.151515
0.818731,0.069541,0.741117,0.201561,0.395954,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.353535,0
0.818731,0.069541,0.741117,0.201561,0.395954,0.27466,0.234615,0.307692,0.307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37037,0,0.259259,0.10186,0.353535,0
