1,1,0.720734,0.225564,0.173333,0.212404,0.202564,0.307692,0.461538,0.588889,0,0,0,0,0,0,0,1,0,0,0,0,0.4,0
0.506617,1,0.710696,0.195489,0.566667,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.388889,0
0.516851,1,0.758698,0.195489,0.491111,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.444444,0
0.516851,1,0.798348,0.195489,0.42,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0
0.516851,1,0.815845,0.225564,0.362222,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.511111,0.0444444
0.516851,1,0.831024,0.255639,0.304444,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.511111,0.1
0.516851,1,0.845748,0.285714,0.244444,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.511111,0.155556
0.516851,1,0.859493,0.293233,0.195556,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.555556,0.166667
0.506617,1,0.872741,0.293233,0.16,0.212404,0.202564,0.307692,0.461538,0.222222,0,0,0,0,0,0,0,1,0,0,0,0,0.611111,0.166667
0.506617,1,0.657965,0.195489,0.566667,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.333333,0
0.559898,1,0.710696,0.195489,0.491111,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.388889,0
0.571209,1,0.758698,0.195489,0.42,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.444444,0
0.571209,1,0.798348,0.195489,0.362222,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0
0.571209,1,0.815845,0.225564,0.304444,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.511111,0.0444444
0.571209,1,0.831024,0.255639,0.244444,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.511111,0.1
0.571209,1,0.845748,0.285714,0.195556,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.511111,0.155556
0.559898,1,0.859493,0.293233,0.16,0.212404,0.202564,0.307692,0.461538,0.277778,0,0,0,0,0,0,0,1,0,0,0,0,0.555556,0.166667
